chr1	1136667	1137146
chr1	1840449	1840835
chr1	2231691	2232185
chr1	2478276	2478817
chr1	2509702	2510198
chr1	2574343	2574764
chr1	3573384	3573559
chr1	3581269	3581645
chr1	3582035	3582407
chr1	3590266	3590494
chr1	3594206	3594277
chr1	8157417	8157780
chr1	8229904	8230047
chr1	9689223	9689588
chr1	12112067	12112502
chr1	12114385	12114572
chr1	12124472	12125118
chr1	12126084	12126429
chr1	12127865	12128182
chr1	12221931	12222397
chr1	14027926	14028325
chr1	14029077	14029879
chr1	14926383	14926731
chr1	16276028	16276482
chr1	16291784	16292062
chr1	19253034	19253391
chr1	20407516	20407737
chr1	21348947	21349299
chr1	21660622	21661187
chr1	22503965	22504133
chr1	23916918	23917225
chr1	23918101	23918449
chr1	24235925	24236209
chr1	24237439	24237588
chr1	25348659	25349200
chr1	25355468	25355649
chr1	25357149	25357829
chr1	25360165	25361177
chr1	26827232	26827869
chr1	26946837	26947249
chr1	26947342	26948198
chr1	27154983	27155478
chr1	27160002	27160387
chr1	27191386	27191927
chr1	27957478	27958684
chr1	27986111	27986384
chr1	28500052	28500411
chr1	31216468	31217229
chr1	31218107	31218539
chr1	31223594	31223943
chr1	31227443	31228328
chr1	31232736	31232923
chr1	31235457	31235817
chr1	31238135	31238354
chr1	31627566	31627958
chr1	31956203	31956482
chr1	32015159	32015590
chr1	32405536	32405898
chr1	32421622	32422096
chr1	32715599	32716062
chr1	33446816	33447482
chr1	36489072	36489418
chr1	36616485	36616868
chr1	36626561	36626969
chr1	36627717	36628369
chr1	36839449	36839891
chr1	37942874	37943354
chr1	38495782	38495936
chr1	40851431	40851768
chr1	41952015	41952273
chr1	42127851	42128791
chr1	42164712	42164909
chr1	42192975	42193489
chr1	42204580	42205516
chr1	42217644	42218002
chr1	42272535	42272820
chr1	42385609	42385954
chr1	44302297	44302456
chr1	46796624	46796901
chr1	47800262	47800514
chr1	54953784	54954325
chr1	59281873	59282217
chr1	66747978	66748387
chr1	66867932	66868143
chr1	66910997	66911424
chr1	76250721	76250813
chr1	77385063	77385511
chr1	77404135	77404353
chr1	79215772	79216132
chr1	85038681	85038996
chr1	87800631	87801610
chr1	89112806	89113177
chr1	93002551	93002867
chr1	93003662	93004045
chr1	93427945	93428408
chr1	93443213	93443602
chr1	94158601	94159338
chr1	94169670	94169961
chr1	100512510	100512716
chr1	101773561	101773718
chr1	101774729	101775525
chr1	101775588	101775858
chr1	101854563	101854975
chr1	101873254	101873661
chr1	101875946	101876333
chr1	111178912	111179243
chr1	111417124	111417532
chr1	111735691	111736003
chr1	111745467	111745610
chr1	111757482	111757860
chr1	111758440	111759106
chr1	111759901	111760085
chr1	111762260	111762740
chr1	111764327	111764759
chr1	112050044	112050594
chr1	112143517	112143622
chr1	112163826	112164071
chr1	116918925	116919548
chr1	117100772	117101124
chr1	117112460	117112738
chr1	117280613	117280924
chr1	117281390	117281752
chr1	117421623	117422020
chr1	145455122	145455741
chr1	147806841	147807184
chr1	150134154	150134397
chr1	150135231	150135764
chr1	150185878	150186128
chr1	153715466	153715694
chr1	154154606	154155027
chr1	154832851	154833092
chr1	154914634	154915296
chr1	154972628	154972915
chr1	155830201	155830522
chr1	156095033	156095181
chr1	156251648	156251762
chr1	156426931	156427503
chr1	156474686	156475018
chr1	156629760	156630406
chr1	156718467	156719136
chr1	156805999	156806129
chr1	157532312	157532617
chr1	158253654	158254229
chr1	158255393	158256068
chr1	158982200	158982857
chr1	159859603	159860031
chr1	159880076	159880706
chr1	160402251	160402521
chr1	160489695	160490087
chr1	160510042	160510238
chr1	160615019	160615411
chr1	160677742	160679048
chr1	160682568	160682866
chr1	160711095	160711588
chr1	160713171	160713322
chr1	160737478	160737714
chr1	160759511	160759977
chr1	160982920	160983992
chr1	161037907	161038726
chr1	161155098	161155533
chr1	161359666	161360218
chr1	165797615	165798367
chr1	168479157	168479362
chr1	168489681	168489889
chr1	168504922	168505324
chr1	168994253	168994531
chr1	169884881	169885211
chr1	170042588	170042670
chr1	170633923	170634526
chr1	170635008	170635144
chr1	172324588	172324814
chr1	172327070	172327187
chr1	172327558	172328156
chr1	173379915	173380349
chr1	173384654	173384941
chr1	175158150	175158288
chr1	181097947	181098672
chr1	181100547	181100997
chr1	181104473	181105818
chr1	181454376	181454805
chr1	181998739	181999134
chr1	183562649	183562759
chr1	183574112	183574386
chr1	183576409	183576668
chr1	183880519	183880826
chr1	192485848	192486563
chr1	192514282	192514417
chr1	192519890	192520690
chr1	192521878	192522349
chr1	192524105	192524371
chr1	192578246	192578789
chr1	198128112	198128944
chr1	200122559	200122752
chr1	200857233	200857815
chr1	200865264	200865418
chr1	203258547	203259334
chr1	203259429	203259985
chr1	203289937	203290406
chr1	203294160	203294623
chr1	203296328	203297068
chr1	203297101	203297334
chr1	205257253	205257766
chr1	205410224	205410578
chr1	205449878	205450140
chr1	205638319	205638508
chr1	205638734	205639222
chr1	206642854	206643037
chr1	206859748	206860259
chr1	207098778	207098999
chr1	207999163	207999611
chr1	209597695	209597830
chr1	209942657	209943400
chr1	210567003	210567330
chr1	213128550	213128766
chr1	213151011	213151388
chr1	214601098	214601566
chr1	214612784	214613126
chr1	215838641	215838899
chr1	220393257	220393560
chr1	221916049	221916599
chr1	221948604	221948790
chr1	221950157	221950602
chr1	221951868	221952169
chr1	224924541	224924939
chr1	225654906	225655584
chr1	226084943	226085104
chr1	226187685	226188168
chr1	226297611	226298113
chr1	226315308	226315548
chr1	226315631	226315825
chr1	226890865	226891416
chr1	233809261	233809638
chr1	234738546	234738834
chr1	234748100	234748931
chr1	234908151	234908764
chr1	235062665	235062809
chr1	235091073	235091332
chr1	235106929	235107153
chr1	235114050	235115068
chr1	235146978	235147112
chr1	235151501	235151917
chr1	235183936	235184197
chr1	235246558	235246857
chr1	236230188	236230739
chr1	236319808	236320415
chr1	236323296	236323699
chr1	246147829	246148201
chr1	247570274	247570994
chr1	249157308	249157673
chr10	3800307	3800531
chr10	6171883	6172155
chr10	6242613	6242903
chr10	6243287	6243821
chr10	7518032	7518150
chr10	7523024	7523295
chr10	7526564	7526721
chr10	8098940	8099487
chr10	11205067	11205773
chr10	11217991	11218170
chr10	11220579	11221039
chr10	11222222	11222709
chr10	11284467	11284694
chr10	12085938	12086227
chr10	13747807	13748143
chr10	13754952	13755339
chr10	13785282	13785678
chr10	13799194	13799732
chr10	13807715	13808056
chr10	13812005	13812243
chr10	22919359	22919855
chr10	24498955	24499204
chr10	25190845	25191315
chr10	25240272	25240935
chr10	27531769	27532240
chr10	30818244	30819051
chr10	30994223	30994518
chr10	32048872	32049424
chr10	32621222	32621521
chr10	33503049	33503394
chr10	34062820	34062980
chr10	35070002	35070125
chr10	35421114	35421320
chr10	36121223	36121392
chr10	43950893	43951349
chr10	45459640	45459966
chr10	45461456	45461865
chr10	45470476	45470795
chr10	49876110	49876652
chr10	49879628	49879846
chr10	49881003	49881077
chr10	49891983	49892370
chr10	49967237	49967344
chr10	60026015	60026385
chr10	61664562	61664999
chr10	63663540	63663817
chr10	64288337	64288514
chr10	64492733	64493095
